id,label
2785,اقبال
2786,افزود:
2787,در
2788,شرایطی
2789,قرار
2790,داریم
2791,که
2792,بیماری
2793,کرونا
2794,هیچ
2795,رحمی
2796,به
2797,کسی
2798,نمی
2799,کند
2800,و
2801,این
2802,توقع
2803,از
2804,مردم
2805,وجود
2806,دارد
2807,که
2808,با
2809,رعایت
2810,دستورالعمل
2811,های
2812,بهداشتی،
2813,همکاری
2814,بیشتری
2815,جهت
2816,کنترل
2817,این
2818,بیماری
2819,داشته
2820,باشند.
2821,در
2822,شبانه
2823,روز
2824,گذشته
2825,45
2826,نفر
2827,به
2828,جمع
2829,بیماران
2830,کرونایی
2831,بستری
2832,در
2833,مراکز
2834,درمانی
2835,استان
2836,اضافه
2837,شد
2838,و
2839,جمع
2840,موارد
2841,مثبت
2842,بستری
2843,از
2844,ابتدای
2845,شیوع
2846,بیماری
2847,تاکنون
2848,به
2849,1
2850,'51 نفر
2851,رسید.
2852,همچنین
2853,در
2854,24
2855,ساعت
2856,گذشته
2857,'88 مورد
2858,بیمار
2859,مثبت
2860,سرپایی
2861,نیز
2862,در
2863,استان
2864,شناسایی
2865,شد
2866,و
2867,جمع
2868,موارد
2869,سرپایی
2870,مثبت
2871,در
2872,استان
2873,به
2874,16
2875,هزار
2876,و
2877,655
2878,نفر
2879,رسید.
2880,هم
2881,اکنون
2882,555
2883,بیمار
2884,مربوط
2885,به
2886,کرونا
2887,در
2888,مراکز
2889,درمانی
2890,استان
2891,بستری
2892,هستند
2893,که
2894,بالاترین
2895,تعداد
2896,تاکنون
2897,است.
2898,تعداد
2899,موارد
2900,فوت
2901,در
2902,اثر
2903,ابتلا
2904,قطعی
2905,به
2906,ویروس
2907,کرونا
2908,هم
2909,در
2910,24
2911,ساعت
2912,گذشته
2913,در
2914,استان
2915,هفت
2916,نفر
2917,می
2918,باشد
2919,و
2920,مجموع
2921,جان
2922,باختگان
2923,در اثر
2924,ابتلا
2925,به
2926,کرونا
2927,در
2928,استان
2929,کرمانشاه
2930,از
2931,ابتدای
2932,اپیدمی
2933,تا
2934,کنون
2935,به
2936,693
2937,نفر
2938,رسیده
2939,است.
2940,13
2941,سال
2942,حبس
2943,برای
2944,رهبران
2945,حزب
2946,راست‌افراطی
2947,یونان
2948,به
2949,گزارش
2950,ایسنا،
2951,به
2952,نقل
2953,از
2954,خبر
2955,گزاری
2956,آسوشیتدپرس،
2957,ماریا
2958,لپنیوتی،
2959,قاضی
2960,مسئول
2961,این
2962,دادگاه
2963,امروز
2964,به
2965,قرائت
2966,حکم
2967,علیه
2968,نیکوس
2969,میکالولیاکوس
2970,و
2971,هفت
2972,قانونگذار
2973,سابق
2974,دیگر
2975,پرداخت.
2976,این
2977,حکم
2978,مجازات
2979,در
2980,پی
2981,یک
2982,فرآیند
2983,پنج
2984,ساله
2985,محاکمه
2986,ده‌ها
2987,تن
2988,از
2989,مقام‌های
2990,ارشد،
2991,اعضا
2992,و
2993,حامیان
2994,حزب
2995,راست
2996,افراطی
2997,سپیده‌دم
2998,طلایی
2999,مطرح
3000,می‌شود.
3001,این
3002,سازمان
3003,در دهه
3004,1980
3005,به
3006,عنوان
3007,یک
3008,گروه
3009,نئو
3010,نازی
3011,پایه‌
3012,گذاری
3013,شده
3014,و
3015,بعدا
3016,ترقی
3017,پیدا
3018,کرده
3019,و
3020,به
3021,جایگاه
3022,سومین
3023,نیروی
3024,سیاسی
3025,بزر
3026,گ
3027,یونان
3028,در
3029,زمان
3030,بحران
3031,مالی
3032,بزر
3033,گ
3034,دهه
3035,گذشته
3036,رسید.
3037,همچنین
3038,1
3039,1
3040,نماینده
3041,سابق
3042,دیگر
3043,پارلمان
3044,نیز
3045,به
3046,خاطر
3047,عضویت
3048,در
3049,یک
3050,سازمان
3051,مجرم
3052,مجازات‌های
3053,حبس
3054,بین
3055,پنج
3056,تا
3057,هفت
3058,سال
3059,زندان
3060,دریافت
3061,کردند.
3062,یکی
3063,از
3064,شر
3065,کای
3066,حزب
3067,نیز
3068,از
3069,بابت
3070,اتهام
3071,قتل
3072,پاولوس
3073,فیساس،
3074,خواننده
3075,رپ
3076,یونانی
3077,در
3078,حمله‌ای
3079,در سال
3080,13
3081,20
3082,به
3083,حبس
3084,ابد
3085,محکوم
3086,شد.
3087,قتل
3088,وی
3089,عملیات
3090,سر
3091,کوب
3092,علیه
3093,این
3094,حزب
3095,را
3096,در
3097,یونان
3098,به
3099,راه
3100,انداخت.
3101,13
3102,هزار
3103,هکتار
3104,از
3105,سامانه
3106,گرمسیری
3107,در
3108,کرمانشاه
3109,را
3110,افتتاح
3111,می
3112,کند
3113,هدایت
3114,حاتمی
3115,در
3116,گفت
3117,و
3118,گو
3119,با
3120,ایسنا،
3121,با
3122,اشاره
3123,به
3124,اجرای
3125,پروژه
3126,بزر
3127,گ
3128,سامانه
3129,گرمسیری،
3130,اظهار
3131,کرد:
3132,13
3133,هزار
3134,هکتار
3135,از سامانه
3136,گرمسیری،6
3137,پنجشنبه
3138,(23
3139,مرداد)
3140,بصورت
3141,ویدئو
3142,کنفرانس
3143,توسط
3144,رئیس
3145,جمهور
3146,افتتاح
3147,خواهد
3148,داشت
3149,و
3150,به
3151,احتمال
3152,زیاد
3153,وزیر
3154,جهاد
3155,کشاورزی
3156,و
3157,مسئولینی
3158,از
3159,وزارت
3160,نیرو را
3161,نیز
3162,به
3163,صورت
3164,حضوری
3165,در
3166,محل
3167,اجرای
3168,پروژه
3169,خواهیم
3170,داشت.
3171,وی
3172,مجموع
3173,وسعت
3174,پروژه
3175,سامانه
3176,گرمسیری
3177,را
3178,حدود
3179,34
3180,هزار
3181,هکتار
3182,اعلام
3183,کرد
3184,و
3185,ادامه
3186,داد:
3187,بنا
3188,داریم
3189,امسال
3190,و
3191,تا
3192,اوایل
3193,زمستان
3194,حدود
3195,23
3196,هزار
3197,هکتار
3198,از این
3199,پروژه
3200,را
3201,به
3202,بهره‌برداری
3203,برسانیم
3204,که
3205,هم
3206,اکنون
3207,13
3208,هزار
3209,هکتار
3210,از
3211,این
3212,میزان
3213,آماده
3214,بهره‌برداری
3215,است.
3216,معاون
3217,هماهنگی
3218,امور
3219,اقتصادی
3220,استانداری
3221,کرمانشاه
3222,از
3223,مزایای
3224,بهره‌برداری
3225,از
3226,سامانه
3227,گرمسیری
3228,یاد
3229,کرد
3230,که
3231,بخش
3232,عظیمی
3233,از
3234,مزارع
3235,کشاورزی
3236,غرب
3237,استان
3238,کرمانشاه
3239,را
3240,آبی
3241,خواهد
3242,کرد
3243,و
3244,ادامه
3245,داد:
3246,افزایش
3247,بهره‌وری،
3248,افزایش
3249,عملکرد
3250,در
3251,هر
3252,هکتار،
3253,سرمایه
3254,گذاری‌های
3255,جدیدی
3256,خصوصا
3257,در
3258,حوزه
3259,صنایع
3260,تبدیلی
3261,و
3262,صنایع
3263,بسته‌بندی،
3264,توسعه
3265,صادرات
3266,محصولات
3267,کشاورزی،
3268,تقویت
3269,گردشگری
3270,و
3271,افزایش
3272,تولیدات
3273,باغی
3274,از
3275,مهمترین
3276,مزایای
3277,اجرای
3278,سامانه
3279,گرمسیری
3280,است.
3281,حاتمی
3282,از
3283,اشتغال
3284,قابل
3285,تو
3286,جه
3287,پروژه
3288,سامانه
3289,گرمسیری
3290,هم
3291,یاد
3292,کرد
3293,و
3294,با
3295,بیان
3296,اینکه
3297,با
3298,بهره‌برداری
3299,از
3300,همه
3301,'34 هزار
3302,هکتار
3303,سامانه
3304,گرمسیری
3305,برای
3306,1
3307,هزار
3308,نفر
3309,شغل
3310,ایجاد
3311,می‌شود،
3312,افزود:
3313,در
3314,کنار
3315,ایجاد
3316,مشاغل
3317,جدید،
3318,پایدار
3319,شدن
3320,اشتغال
3321,قبلی
3322,در
3323,بخش
3324,کشاورزی
3325,را
3326,نیز
3327,خواهیم
3328,داشت.
3329,وی
3330,از
3331,سامانه
3332,گرمسیری
3333,به
3334,عنوان
3335,یکی
3336,پروژه‌های
3337,عظیم
3338,آبی
3339,کشور
3340,یاد
3341,کرد
3342,و
3343,افزود:
3344,دولت
3345,تدبیر
3346,و
3347,امید
3348,اهتمام
3349,ویژه‌ای
3350,به
3351,اجرای
3352,این
3353,پروژه
3354,داشته
3355,و
3356,طی
3357,سه
3358,سال
3359,اخیر
3360,روند
3361,اجرای
3362,سامانه
3363,گرمسیری
3364,بسیار
3365,رشد
3366,کرده
3367,است.
3368,به
3369,گفته
3370,معاون
3371,هماهنگی
3372,امور
3373,اقتصادی
3374,استانداری
3375,کرمانشاه،
3376,فقط
3377,در
3378,سال
3379,جاری
3380,و
3381,با
3382,وجود
3383,همه
3384,کمبود
3385,منابع
3386,مالی
3387,که
3388,داریم
3389,'80 میلیارد
3390,تومان
3391,برای
3392,اجرای
3393,سامانه
3394,گرمسیری
3395,بودجه
3396,تخصیص
3397,یافته
3398,است.
3399,حاتمی
3400,اظهار
3401,کرد:
3402,این
3403,پروژه
3404,آنقدر
3405,اهمیت
3406,داشت
3407,که
3408,شخص
3409,رئیس
3410,جمهور
3411,روند
3412,اجرای
3413,آن
3414,را
3415,به
3416,صورت
3417,هفتگی
3418,رصد
3419,می‌
3420,کرد.
3421,وی
3422,در
3423,ادامه
3424,با
3425,بیان
3426,اینکه
3427,قرار
3428,است
3429,امسال
3430,در
3431,استان
3432,کرمانشاه
3433,'30 هزار
3434,هکتار
3435,از
3436,اراضی
3437,کشاورزی
3438,تبدیل
3439,به
3440,اراضی
3441,آبی
3442,مدرن
3443,شوند،
3444,افزود:
3445,از این
3446,میزان
3447,23
3448,هزار
3449,هکتار در قالب
3450,سامانه
3451,گرمسیری
3452,در
3453,غرب
3454,استان
3455,و مابقی
3456,در دیگر
3457,نقاط
3458,استان
3459,دیده
3460,شده
3461,که
3462,عملکرد
3463,خوبی
3464,در
3465,حوزه
3466,آبیاری
3467,مدرن
3468,است.
3469,14
3470,قرارداد
3471,واگذاری
3472,در
3473,ناحیه
3474,صنعتی
3475,رضی
3476,آماده
3477,سرمایه
3478,گذاری
3479,است
3480,اکبر
3481,بهنامجو
3482,19
3483,شهریور
3484,در
3485,مراسم
3486,افتتح
3487,طرح‌های
3488,تعاونی
3489,در
3490,ناحیه
3491,صنعتی
3492,رضی
3493,به
3494,مناسبت
3495,هفته
3496,تعاون
3497,اظهار
3498,کرد:
3499,امروز در
3500,این
3501,شهر
3502,ک
3503,شاهد
3504,افتتاح
3505,طرح
3506,سرمایه
3507,گذاری
3508,پوشاک
3509,عرفان
3510,با
3511,سرمایه
3512,گذاری
3513,بخش
3514,خصوصی
3515,هستیم
3516,که
3517,نوید
3518,روزهای
3519,پر
3520,کار
3521,و
3522,رونق
3523,اشتغال
3524,را
3525,در
3526,این
3527,ناحیه
3528,صنعتی
3529,می‌دهد.
3530,وی
3531,با
3532,اشاره
3533,به
3534,اینکه
3535,در
3536,این
3537,واحد
3538,تولیدی
3539,تعاونی
3540,بالغ
3541,بر
3542,14
3543,میلیارد
3544,تومان
3545,سرمایه
3546,گذاری
3547,شده
3548,است،
3549,خاطرنشان
3550,کرد:
3551,در
3552,یک
3553,و
3554,نیم
3555,سال
3556,گذشته
3557,با
3558,تلاش
3559,بخش
3560,خصوصی
3561,واحد
3562,تولیدی
3563,پوشاک
3564,عرفان
3565,به
3566,بهره‌برداری
3567,رسید
3568,و
3569,در
3570,فاز
3571,اول
3572,این
3573,طرح
3574,تعاونی
3575,و
3576,تولیدی
3577,75
3578,نفر
3579,مشغول
3580,به
3581,کار
3582,شدند.
3583,استاندار اردبیل
3584,گفت:
3585,با
3586,توسعه
3587,و
3588,تکمیل
3589,ناحیه
3590,صنعتی
3591,رضی
3592,شاهد
3593,افزایش
3594,اشتغال
3595,در
3596,منطقه
3597,محرو
3598,رضی
3599,خواهیم
3600,بود
3601,که
3602,یکی
3603,از
3604,اهداف
3605,اصلی
3606,دولت
3607,تدبیر
3608,و
3609,امید
3610,خروج
3611,مناطق
3612,محروم
3613,و
3614,کمتر
3615,توسعه
3616,یافته
3617,کشور از
3618,محرومیت
3619,قطعی
3620,است.
3621,بهنامجو
3622,بیان
3623,کرد:
3624,با
3625,تلاش
3626,و
3627,همت
3628,مدیران
3629,شهر
3630,ک‌های
3631,صنعتی
3632,استان
3633,اردبیل
3634,شاهد
3635,رونق
3636,این
3637,ناحیه
3638,صنعتی
3639,با
3640,توسعه
3641,زیرساختی
3642,آن
3643,هستیم
3644,که
3645,امیدواریم
3646,با
3647,رونق
3648,این
3649,بخش
3650,بتوانیم
3651,در افزایش
3652,اشتغال
3653,در این
3654,منطقه
3655,باشیم.
3656,وی
3657,با
3658,بیان
3659,اینکه
3660,14
3661,قرارداد
3662,واگذاری
3663,در
3664,ناحیه
3665,صنعتی
3666,رضی
3667,آماده
3668,سرمایه
3669,گذاری
3670,است،
3671,گفت:
3672,امیدواریم
3673,تا
3674,سال
3675,آ
3676,ینده
3677,1
3678,واحد
3679,از این
3680,بخش‌های
3681,سرمایه
3682,گذاری
3683,را
3684,در
3685,ناحیه
3686,صنعتی
3687,رضی
3688,به
3689,بهره‌برداری
3690,برسانیم
3691,که
3692,قطعا
3693,با
3694,این
3695,روند
3696,منطقه
3697,محروم
3698,رضی
3699,نیز
3700,از
3701,توسعه
3702,متوازن
3703,بهره‌مند
3704,خواهد
3705,شد.
3706,14
3707,هزار
3708,بسته
3709,معیشتی
3710,از
3711,محل
3712,درآمد
3713,موقوفات
3714,بین
3715,نیازمندان
3716,کرمانشاه
3717,توزیع
3718,شده
3719,است
3720,حجت
3721,الاسلام
3722,محمد
3723,صالحی
3724,در
3725,نشست
3726,خبری
3727,که
3728,در
3729,آستانه
3730,دهه
3731,وقف
3732,بر
3733,گزار
3734,شد،
3735,از
3736,رزمایش
3737,کمک
3738,مومنانه
3739,به
3740,عنوان
3741,یکی
3742,از
3743,شاهکارهای
3744,مردم
3745,پس
3746,از
3747,مواجهه
3748,با
3749,بحران
3750,کرونا
3751,یاد
3752,کرد
3753,و افزود:
3754,مجموعه
3755,اوقاف
3756,کرمانشاه
3757,هم
3758,از
3759,ابتدای
3760,شیوع
3761,کرونا
3762,در
3763,حوزه
3764,اجرای
3765,رزمایش
3766,کمک
3767,مومنانه
3768,در
3769,میدان
3770,بوده
3771,و
3772,تاکنون
3773,حدود
3774,14
3775,هزار
3776,بسته
3777,معیشتی
3778,به
3779,ارزش
3780,چهار
3781,میلیارد
3782,تومان
3783,بین
3784,نیازمندان
3785,و
3786,آسیب‌دید
3787,گان
3788,از
3789,کرونا
3790,توزیع
3791,کرده
3792,که
3793,این
3794,جدای
3795,از
3796,توزیع
3797,ماسک
3798,و مواد
3799,ضدعفونی
3800,کننده
3801,است.
3802,وی
3803,با
3804,اشاره
3805,به
3806,ادامه‌دار بودن
3807,اجرای
3808,رزمایش
3809,کمک
3810,مومنانه
3811,در
3812,اوقاف
3813,کرمانشاه،
3814,گفت:
3815,در
3816,دهه
3817,وقف
3818,(24
3819,مهر
3820,تا
3821,سوم
3822,آبان)
3823,نیز
3824,اهدای
3825,150
3826,بسته
3827,معیشتی
3828,را
3829,بین
3830,نیازمندان
3831,و
3832,آسیب‌دید
3833,گان
3834,از
3835,کرونا
3836,خواهیم
3837,داشت.
3838,مدیر
3839,کل
3840,اوقاف
3841,و
3842,امور
3843,خیریه
3844,استان
3845,کرمانشاه
3846,با
3847,بیان
3848,اینکه
3849,توزیع
3850,دو
3851,هزار
3852,عدد
3853,شلوار
3854,کتان
3855,بین
3856,دانش‌آموزان
3857,مناطق
3858,بی‌بضاعت
3859,استان
3860,از
3861,محل
3862,درآمدهای
3863,موقوفه
3864,حاج
3865,محمدتقی
3866,اصفهانی
3867,هم
3868,در
3869,دهه
3870,وقف
3871,تدار
3872,ک
3873,دیده
3874,شده،
3875,گفت:
3876,همچنین
3877,در
3878,این
3879,دهه
3880,توزیع
3881,کتب
3882,مفیده
3883,را
3884,به
3885,ارزش
3886,1
3887,میلیون
3888,تومان
3889,از
3890,محل
3891,درآمدهای
3892,موقوفات
3893,استان
3894,خواهیم
3895,داشت.
3896,صالحی
3897,دیدار
3898,با
3899,نماینده
3900,ولی
3901,فقیه
3902,در
3903,استان
3904,و
3905,امام
3906,جمعه
3907,کرمانشاه،
3908,بر
3909,گزاری
3910,یازده
3911,کرسی
3912,تلاوت
3913,و
3914,ویژه‌
3915,برنامه‌هایی
3916,در
3917,بقاع
3918,متبر
3919,که
3920,استان
3921,با
3922,رعایت
3923,پروتکل‌های
3924,بهداشتی،
3925,بر
3926,گزاری
3927,نشست
3928,تخصصی
3929,وقف
3930,با
3931,حضور
3932,استاندار
3933,کرمانشاه،
3934,بر
3935,گزاری
3936,همایش
3937,یاوران
3938,وقف
3939,به
3940,صورت
3941,کشوری
3942,و
3943,از
3944,طریق
3945,ویدئو
3946,کنفرانس،
3947,اجرای
3948,طرح
3949,دستهای
3950,مهربانی،
3951,اجرای
3952,طرح
3953,مهرتندرستی
3954,با
3955,حضور
3956,پزشکان
3957,و
3958,کادر
3959,درمان
3960,در
3961,مناطق
3962,حاشیه‌نشین،
3963,برپایی
3964,ایستگاه‌های
3965,همه
3966,واقف
3967,باشیم،
3968,تجلیل
3969,از
3970,مدافعان
3971,سلامت
3972,و غبارروبی
3973,و عطرافشانی
3974,بقاع
3975,متبر
3976,که
3977,را
3978,از
3979,جمله
3980,برنامه‌های
3981,تدار
3982,ک
3983,دیده
3984,شده
3985,در
3986,دهه
3987,وقف
3988,در استان
3989,کرمانشاه
3990,برشمرد.
3991,17
3992,وقف
3993,جدید
3994,در
3995,استان
3996,کرمانشاه
3997,ثبت
3998,شده
3999,وی
4000,در
4001,ادامه
4002,با
4003,اشاره
4004,به
4005,ضرورت
4006,برنامه‌ریزی
4007,رسانه‌ها
4008,برای
4009,نهادینه
4010,کردن
4011,فرهنگ
4012,وقف
4013,در
4014,جامعه،
4015,گفت:
4016,در استان
4017,کرمانشاه
4018,رسانه‌ها
4019,ورود
4020,خوبی
4021,به
4022,این
4023,حوزه
4024,داشته‌اند
4025,که
4026,امیدواریم
4027,بتواند
4028,در
4029,افزایش
4030,آگاهی‌
4031,مردم
4032,در
4033,مورد
4034,اهمیت
4035,پرداختن
4036,به
4037,وقف
4038,اثر
4039,گذار
4040,بوده
4041,و
4042,زمینه‌ساز
4043,افزایش
4044,تعداد
4045,موقوفات
4046,استان
4047,شود.
4048,صالحی
4049,اشاره
4050,ای
4051,هم
4052,به
4053,ثبت
4054,17
4055,وقف
4056,جدید
4057,در
4058,استان
4059,کرمانشاه
4060,از
4061,ابتدای
4062,امسال
4063,تاکنون
4064,داشت
4065,و
4066,گفت:
4067,عمده
4068,این
4069,موقوفات
4070,در
4071,حوزه
4072,های
4073,قرآنی،
4074,کمک
4075,به
4076,نیازمندان،
4077,ایتام
4078,و ...
4079,بوده‌
4080,است.
4081,وی
4082,در
4083,پایان
4084,راه‌اندازی
4085,1
4086,نیرو
4087,گاه
4088,خورشیدی
4089,در
4090,بقاع
4091,متبر
4092,که
